id_tin_đăng,URL,Mã tin,Tên xe,Mô tả,Năm sản xuất,Giá (triệu VND),Số Km đã đi,Dung tích động cơ (lít),Tiêu thụ nhiên liệu sạch,Số cửa sạch,Số chỗ ngồi sạch,id_xuất_xứ,id_tình_trạng,id_dòng_xe,id_màu_ngoại_thất,id_màu_nội_thất,id_hệ_thống_nạp,id_hộp_số,id_dẫn_động,id_loại_nhiên_liệu,id_hãng,id_phân_khúc
1102,https://bonbanh.com/xe-baic-beijing-x7-premium-1.5-at-2022-4258517,4258517,Xe Baic Beijing X7 Premium 1.5 AT 2022,"Xe dòng Suv , số tự động và bán tự động , ghế da Napa , ghế lái và ghế phụ chỉnh điện , sưởi ghế và làm mát ghế , ghế lái có 03 vị trí nhớ ghế , Sấy vô lăng , Camera 360 độ , lùi chuồng tự động , chế độ lái giữ làn , đặt ga tự động , Chế độ lái tự động , xạc điện thoại không dây , cửa nóc Paranoma…",2022,718.0,0.0,1.5,,5.0,5.0,2,1,6,11,13,341,4,4,4,6,40
1103,https://bonbanh.com/xe-hongqi-e-hs9-flagship-2022-4258603,4258603,Xe Hongqi E-HS9 Flagship 2022,"Hồng Kỳ HS9 FLAGSHIP phiên bản 04 chỗ ( Bản dành cho Doanh Nhân ).Có xe giao ngay.Xe trang bị: Hệ thống âm thanh giả lập dưới 20 km/h bảo vệ người đi bộ, Camera 360 độ toàn cảnh, FCW - Hệ thống cảnh báo va chạm phía trước, AEB - Hệ thống hỗ trợ phanh chủ động giảm thiểu va chạm, BSD - Hệ thống giám sát điểm mù, LDW - Hệ thống cảnh báo chệch làn đường, LKA - Hệ thống hỗ trợ giữ xe trong làn, SSR - Hệ thống nhắc nhở giới hạn tốc độ, SACC - Hệ thống kiểm soát hành trình thích ứng, ADB - Hệ thống chùm tia sáng cao thích ứng, DSM - Hệ thống giám sát tình trạng tài xế, DOW - Cảnh báo mở cửa, TSR - Hệ thống nhận diện biển báo, LCDA - Hệ thống hỗ trợ chuyển làn, RCTA - Hệ thống cảnh báo phương tiện cắt ngang phía sau, RCTA - Hệ thống cảnh báo phương tiện cắt ngang phía sau,...",2022,3158.0,0.0,,,5.0,4.0,2,1,6,1,6,341,4,3,5,35,167
1104,https://bonbanh.com/xe-hongqi-h9-2.0t-premium-2022-4258663,4258663,Xe Hongqi H9 2.0T Premium 2022,"Hongqi H9 2.0 Premium phiên bản cao cấp nhất sản xuất 2022Hồng Kỳ H9 phiên bản 2.0 Premium có xe giao ngay.Các màu xe : Đen ; Vàng Gold ; Nâu Sâm Banh . Xe trang bị: đèn sử dụng công nghệ Full-LED ma trận, bộ đôi màn hình kích thước 12.3 inch khá giống trên những chiếc Mercedes-Benz, màn hình kính lái HUD kích thước 12 inchHongqi H9 sử dụng vô lăng 3 chấu bọc da có thiết kế khá giống với PorscheDanh sách giải trí trên xe chưa được công bố đầy đủ, trước mắt xe sẽ có:Màn hình kép 12.3 inch2 màn hình giải trí vả bảng điều khiển cảm ứng phục vụ hàng ghế sauHỗ trợ kết nối Apple Carplay, Android AutoDàn loa Bose với công nghệ giảm tiếng ồnChìa khoá thông minh, khởi động bằng nút bấmVơi lợi thế về giá bán, công nghệ, thiết kế bắt mắt Hongqi H9 dễ dàng chinh phục khách hàng Việt/",2022,1758.0,0.0,2.0,,4.0,5.0,2,1,7,3,7,341,4,6,4,35,168
1105,https://bonbanh.com/xe-hongqi-h9-3.0-flagship-2022-4258755,4258755,Xe Hongqi H9 3.0 Flagship 2022,"Hồng Kỳ H9 phiên bản 3.0 FlagShip phiên bản cao cấp nhất của dòng Hồng Kỳ 3.0 là dòng xe 04 chỗ dành cho ông chủ )Hồng kỳ H9 phiên bản 3.0 FlagShip có xe giao ngay. Thân xe 2 màu Nâu Sâm Banh + Gold.Xe trang bị: đèn pha LED thông minh tự động điều chỉnh vùng sáng. Hai bản cao cấp nhất có hệ thống treo dạng khí nén, cửa hít, gương chiếu hậu nhớ vị trí theo ghế lái, cửa sổ trời toàn cảnh, tay nắm cửa ẩn, cửa kính nhiều lớp cách âm, điều hòa 4 vùng, hệ thống lọc không khí, âm thanh vòm 12 loa Bose, sạc không dây, ghế lái chỉnh điện 14 hướng, đèn viền trang trí 253 màu. Các bản cao cấp có hệ thống sưởi, massage trên ghế,....Hongqi đem đến một ngoại hình hiện đại, tiện nghi và công nghệ hấp dẫn hơn nhiều so với mức giá, nếu so với các đối thủ cùng phân khũcexxx",2022,2458.0,0.0,3.0,,4.0,5.0,2,1,7,10,7,341,4,6,4,35,168
1106,https://bonbanh.com/xe-porsche-cayenne-turbo-2011-4259342,4259342,Xe Porsche Cayenne Turbo 2011,"Porsche Cayenne Turbo 2011 40k kms 1 đời chủ full zin và full option- phuộc hơi nâng/hạ gầm, phuộc điện chỉnh comfort-normal-sport- chuyển chế độ sport xe tự hạ thấp tạo khí động học và giúp xe đầm hơn- mâm 21”- đồng hồ taplo giữa- màn hình giải trí cảm ứng có bluetooth điện thoại và nghe nhạc- màn hình giải trí hàng ghế sau có tai nghe- cửa sổ trời panorama- hàng ghế trước có quạt, sưởi, bộ nhớ- màn điện ở 2 cửa sau- loa Burnmester- điều hoà độc lập hàng ghế sau- trần da lộn- thắng Brembo- keyless go, keyless lock- bánh xaycua còn nguyên- tấm che khoang hành lý- cốp điện- full hệ thống pô titan hiệu www.facebook.com/batecvietnam- cảm biến áp suất lốp độc lập từng bánh có thông số hiển thị- volang có sưởi, lẫy số, nút chỉnh các chức năng (xin đừng bao giờ hỏi xe bị gì không), bao test mọi nơi và mọi lúc",2011,2999.0,35000.0,4.8,,5.0,5.0,2,2,6,11,10,341,4,3,4,65,455
1107,https://bonbanh.com/xe-honda-civic-g-1.5-at-2023-4259552,4259552,Xe Honda Civic G 1.5 AT 2023,"Honda Civic G 1.5 AT phiên bản mới- Chương trình khuyến mãi hấp dẫn trong tháng, liên hệ Mr Tô Châu để biết thêm thông tin!Xe trang bị: đèn pha LED, đèn chạy ban ngày LED, cụm đèn trước tự động bật tắt, cụm đèn trước tự động điều chỉnh góc chiếu sáng, đèn sương mù LED, đèn hậu LED, khởi động từ xa, chìa khóa thông minh và tích hợp nút mở cốp, màn hình giải trí 7inch,...",2023,770.0,0.0,1.5,,4.0,5.0,2,1,7,14,16,341,4,4,4,34,161
1108,https://bonbanh.com/xe-honda-accord-1.5-at-2023-4259562,4259562,Xe Honda Accord 1.5 AT 2023,"Honda Civic G 1.5 AT phiên bản mới- Xe có sẵn giao ngay tận nhà- Mua xe trả góp lãi suất ưu đãi- Chương trình khuyến mãi hấp dẫn trong tháng, liên hệ Mr Tô Châu để biết thêm thông tin!- Thêm tính năng an toàn HONDA SENSING - giá ko đổi- Trang bị đèn chiếu sáng công nghệ LED tích hợp cảm biến bật tắt tự động, đèn hậu LED cách điệu chữ C, gạt mưa tự động, mâm xe hợp kim kích thước 17 inch thiết kế dạng cánh quạt. Hệ thống cân bằng điện tử, hỗ trợ khởi hành ngang dốc, kiểm soát lực kéo, hỗ trợ quan sát làn đường, cảnh báo chống buồn ngủ, cảnh báo áp suất lốp.",2023,1319.0,0.0,1.5,,4.0,5.0,2,1,7,15,16,341,4,4,4,34,156
1109,https://bonbanh.com/xe-rolls_royce-silver-seraph-1999-4259575,4259575,Xe Rolls Royce Silver Seraph 1999,"Rolls Royce Sliver Seraph - Xe sang dành cho người “ Sành “Xe hơn 20 năm tuổi sản xuất 1999 với chiều dài tổng thể 5,390mm, chiều dài cơ sở 3,117mm. Phiên bản này chỉ được sản xuất khoảng 127 chiếcSliver Seraph trang bị động cơ V12 hợp kim nhôm BMW M73 có dung tích 5.4L. Sliver Seraph chính là chiếc Rolls Royce 12 xi lanh đầu tiên...",1999,8300.0,50000.0,5.4,,4.0,4.0,2,2,7,11,9,341,4,6,4,70,471
1110,https://bonbanh.com/xe-toyota-camry-2.0q-2023-4260176,4260176,Xe Toyota Camry 2.0Q 2023,"Xe được trang bị động cơ 2.0L phun xăng trực tiếp kết hợp với hộp số CVT êm ái, mượt mà, tiết kiệm nhiên liệu.--Trang bị full Options:✓ Đèn bi-LED projecter hiện đại.✓ Nội thất vô cùng rộng rãi, điều hòa tự động, ghế 2 bên chỉnh điện.✓ Màn hình cảm ứng 7”, kết nỗi smartphone.✓ Chìa khóa thông minh, khởi động nút bấm, cruisecontrol.✓ Hệ thống an toàn Toyota TSS thế hệ mới nhất✓ 7 túi khí, đầy đủ tính năng an toàn.--Ngân hàng hỗ trợ 80% - 85% giá trị xe, hồ sơ đơn giản nhanh gọn.",2023,1185.0,0.0,2.0,7.0,4.0,5.0,2,1,7,16,16,465,4,4,4,83,531
1111,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2015-4260380,4260380,Xe Toyota Prado TXL 2.7L 2015,Em bán prado 2015 xe rất mới đẹp tuyệt vời Cam kết xe zin từ nội thất tới khung sườn máy mócBao test hãngHỗ trợ bank :70% xeXem xe :444 nguyễn văn cừ- long biên - hn,2015,1385.0,89000.0,2.7,,5.0,7.0,2,2,6,10,16,341,4,1,4,83,546
1112,https://bonbanh.com/xe-mercedes_benz-s_class-s450-luxury-2022-4260518,4260518,Xe Mercedes Benz S class S450 Luxury 2022,"Mercedes S450 Luxury 2022.- Mâm 19-inch đa chấu kép- Cửa sổ trời siêu rộng Panoramic- Đèn viền nội thất tích hợp đèn chiếu logo- Nội thất ốp gỗ poplar open-pore, màu xám Anthracite- Ốp bệ trung tâm màu đen Crystal-Look- Màn hình điều khiển trung tâm dành cho tài xế kích thước 12.3 inch- Tay lái đa chức năng bọc da Nappa- Ốp bệ bước cửa với dòng chữ ‘Mercedes-Benz’ phát sáng",2022,5379.0,0.0,3.0,,4.0,5.0,2,1,7,16,16,341,4,6,4,58,377
1113,https://bonbanh.com/xe-mercedes_benz-s_class-s450-luxury-2022-4260533,4260533,Xe Mercedes Benz S class S450 Luxury 2022,"Mercedes S450 Luxury 2022.- Mâm 19-inch đa chấu kép- Cửa sổ trời siêu rộng Panoramic- Đèn viền nội thất tích hợp đèn chiếu logo- Nội thất ốp gỗ poplar open-pore, màu xám Anthracite- Ốp bệ trung tâm màu đen Crystal-Look- Màn hình điều khiển trung tâm dành cho tài xế kích thước 12.3 inch- Tay lái đa chức năng bọc da Nappa- Ốp bệ bước cửa với dòng chữ ‘Mercedes-Benz’ phát sáng",2022,5379.0,0.0,3.0,,4.0,5.0,2,1,7,16,6,341,4,6,4,58,377
1114,https://bonbanh.com/xe-mercedes_benz-s_class-s450-luxury-2022-4260539,4260539,Xe Mercedes Benz S class S450 Luxury 2022,"Mercedes S450 Luxury 2022.- Mâm 19-inch đa chấu kép- Cửa sổ trời siêu rộng Panoramic- Đèn viền nội thất tích hợp đèn chiếu logo- Nội thất ốp gỗ poplar open-pore, màu xám Anthracite- Ốp bệ trung tâm màu đen Crystal-Look- Màn hình điều khiển trung tâm dành cho tài xế kích thước 12.3 inch- Tay lái đa chức năng bọc da Nappa- Ốp bệ bước cửa với dòng chữ ‘Mercedes-Benz’ phát sáng",2022,5379.0,0.0,3.0,,4.0,5.0,2,1,7,11,6,341,4,6,4,58,377
1115,https://bonbanh.com/xe-hyundai-tucson-2.0-at-dac-biet-2022-4260562,4260562,Xe Hyundai Tucson 2.0 AT Đặc biệt 2022,"Tucson 2.0 MPI Đặc Biệt 2022 Kích thước được mở rộng và chiều dài cơ sở tăng thành 2.755 mm- Động cơ: máy xăng hút khí tự nhiên 2.0L công suất 154 mã lực cùng mô-men xoắn 192 Nm, kết hợp với đó là hộp số tự động 6 cấp- Xe trang bị: lưới tản nhiệt cỡ lớn tích hợp cả cụm đèn định vị LED, đèn chiếu sáng LED mới bố trí thấp hơn giống với Kona và Santa Fe, cụm đèn hậu LED đặt dọc lạ mắt, điều hòa tự động 2 vùng, ghế trước chỉnh điện tích hợp sưởi/làm mát/nhớ vị trí, cốp sau đóng/mở điện, sạc điện thoại không dây, phanh tay điện thoại, kết nối Apple CarPlay/Android Auto, hệ thống loa Bose, lẫy chuyển số trên vô-lăng, cửa sổ trời toàn cảnh…Hỗ trợ cho vay 85% , hỗ trợ nợ xấu hỗ trợ đăng kí trọn gói và giao xe tận nhà+ các xe tặng luôn ( combo 20tr phụ kiện : dán phim cao cấp, sơn phủ gầm, cam hành trình, bậc lên xuống...vv bảo hành theo xe. Vay bank hỗ trợ cả nợ xấu nhanh gọn ko phải đi lại, chỉ cần trả trước 150tr nhận xe, lãi suất ưu đãi chỉ tùe 7.4%/ năm. Sẵn xe đủ màu giao ngay, giao xe tận nhà free cho Kh trên toàn quốc",2022,945.0,0.0,2.0,,5.0,5.0,1,1,4,11,7,341,4,4,4,37,204
1116,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2023-4260609,4260609,Xe Kia Carnival Signature 2.2D 2023,"Kia Carnival Signature 7S 2.2DXe trang bị: - Đèn pha LED thích ứng thông minh, cửa sổ trời, lazang 19 inch. Cửa hông và cốp chỉnh điện tích hợp mở cửa rảnh tay.- Ghế chỉnh điện, khởi động từ xa. Cửa gió riêng cả 3 hàng ghế. Hàng ghế hai nâng hạ, chỉnh điện, đệm đỡ bắp chân tích hợp sưởi/thông gió, nhớ vị trí- Màn hình giải trí, cụm đồng hồ 12,3inch- Cam 360, Hỗ trợ giữ làn đường, hỗ trợ tránh va chạm trước, ga tự động thông minh, phanh tay điện tử, hiển thị hình ảnh điểm mù, cảm biến áp suất lốp, 7 túi khí..",2023,1519.0,0.0,2.2,,5.0,7.0,1,1,9,14,10,341,4,4,1,44,248
1117,https://bonbanh.com/xe-kia-sonet-deluxe-1.5-at-2023-4260619,4260619,Xe Kia Sonet Deluxe 1.5 AT 2023,"Kia Sonet Deluxe 1.5 ATMẫu Crossover đô thị với kích thước nhỏ gọn (Tương đương Ford Eco Sport) cùng trang bị vượt trội không đối thủMẫu xe thế hệ hoàn toàn mới Kia Sonet cực chất luợng.Thiết kế lôi cuốn, tiện nghi hiện đại.Kia Sonet Deluxe 1.5 ATĐèn pha, đèn định vị và đèn hậu halogenĐèn pha có tính năng tự động bật tắt.Gương chiếu hậu chỉnh/gập điện, tích hợp đèn bão rẽ.Màn hình giải trí trung tâm kích thước 8 inch, hệ thống âm thanh 6 loaLiên hệ ngay để nhận được nhiều ưu đãi khủng",2023,554.0,0.0,1.5,,5.0,5.0,1,1,4,11,16,341,4,4,4,44,267
1118,https://bonbanh.com/xe-toyota-yaris-1.5g-2018-4261374,4261374,Xe Toyota Yaris 1.5G 2018,"Chiến Hoà auto bán xe toyota Yaris G sx 2018 nhập khẩu . Màu đỏ. Xe trang bị vô lăng khâu da. Tích hợp phím bấm chức năng. Màn hình DV D cam lùi . Ghế da theo xe. Túi khí phanh ABS . La zang đúc 18"". Quý khách có nhu cầu vui lòng liên hệ với Chiến Hoà auto để biết thêm thông tin chi tiết",2018,550.0,30000.0,1.5,,5.0,5.0,2,2,5,17,6,341,4,4,4,83,561
1119,https://bonbanh.com/xe-honda-civic-g-1.5-at-2022-4263408,4263408,Xe Honda Civic G 1.5 AT 2022,"Honda Ô Tô Vĩnh Phúc chào bán xe Honda Civic G 2022, màu trắng , Phiên bản mới 100% - Kích thước Dài x Rộng x Cao (mm): 4.674 x 1.800 x 1.415 - Chiều dài cơ sở (mm): 2.735- Động cơ: 1.5L DOHC VTEC TURBO - Công suất (mã lực): 176 tại 6.000 vòng/phút - Trang bị: Gương xe có tính năng chỉnh điện, gập tự động kết hợp báo rẽ dạng LED, vô-lăng 3 chấu bọc da, màn hình giải trí 7 inch, hàng ghế thứ 2 của xe có thể gập 60:40, ghế da lộn cao cấp, Khởi động từ xa, Phanh tay điện tử, Khởi động nút bấm, Chìa khóa thông minh tích hợp nút mở cốp, kính lái auto,....Qúy khách hàng nhanh tay liên hệ Honda Ô Tô Vĩnh Phúc trong tháng này để nhận ưu đãi hấp dẫn nhất!",2022,770.0,0.0,1.5,,4.0,5.0,2,1,7,11,4,341,4,4,4,34,161
1120,https://bonbanh.com/xe-ford-transit-van-2023-4264002,4264002,Xe Ford Transit Van 2023,"New Ford Transit chuyển đổi thành xe Van 6 chỗ: phù hợp vận chuyển hàng hoá trong phố.Không bị cấm giờ, di chuyển linh hoạt.Tài xế chỉ cần bằng lái B2Động cơ diesel 2.2Tdci hoàn toàn mới êm ái tiết kiệm nhiên liệuĐèn pha projector hiện đại sang trọngNội thất hiện đại công nghệ với màn hình cảm ứng 10inchXe được trang bị nhiều công nghệ an toàn thông minh hàng đầu phân khúc như: cân bằng điện tử ESP/ABS/EBD, kiểm soát tốc độ tự động Cruiser Control..Liên hệ ngay để đặt xe đầu tiên và nhận những ưu đãi đặc biệt từ Phú Mỹ Ford.Cam kết giá tốt",2023,860.0,0.0,2.2,9.0,4.0,6.0,1,1,9,11,6,558,3,6,1,26,139
1121,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2023-4264008,4264008,Xe Ford Ranger Raptor 2.0L 4x4 AT 2023,Ranger Raptor 2022Động cơ V6 3.0 Tăng Áp KépHệ thống khoá visai 2 cầuPhuộc Fox điều chỉnh điện tửLed MatrixÂm thanh ống xả tuỳ chọn..... Giao ngay lô hàng đầu tiên tại Ford Phú Mỹ,2023,1299.0,0.0,2.0,9.0,4.0,5.0,2,1,1,17,16,616,4,1,1,26,136
1122,https://bonbanh.com/xe-toyota-camry-2.5hv-2023-4264066,4264066,Xe Toyota Camry 2.5HV 2023,"Toyota Camry 2.5HV động cơ Hybrid - Nhận đặt hàng ngay từ hôm nay- Đây là mẫu xe được mong chờ nhất của nhà Camry- Hỗ trợ tư vấn lắp đặt phụ kiện: Dán phim cách nhiệt Mỹ, Lót sàn 6D, Camera hành trình, Đá cốp tự động, ....- Xe nhiều màu chủ đạo.- Hỗ trợ trả góp lãi suất ưu đãi, thủ tục nhanh chóngQuý khách có nhu cầu mua xe xin liên hệ Toyota Lý Thường Kiệt - Chi Nhánh Tân Phú.Hệ thống ăn toàn TOYOTA safety sense- 8 cảm biến xung quanh xe- Sạc không dây- Camera 360- Màn hình 9'' có kết nối androi auto-apple carplay- Điều hòa 3 vùng- Màn hình HUD hiển thị trên kính lái",2023,1495.0,0.0,2.5,,4.0,5.0,2,1,7,11,6,341,4,4,2,83,531
1123,https://bonbanh.com/xe-mercedes_benz-s_class-s450-luxury-2022-4266411,4266411,Xe Mercedes Benz S class S450 Luxury 2022,"Mercedes Benz S450 Luxury 2022Mâm 20-inch (50.8cm) đa chấuCửa sổ trời siêu rộng PanoramicĐèn viền nội thất chủ động tích hợp đèn chiếu logoỐp nội thất phối sợi kim loạiỐp bệ trung tâm màu Đen Crystal-LookMàn hình điều khiển trung tâm dành cho tài xế kích thước 12.3 inchTay lái đa chức năng bọc da NappaGói nội thất ExclusiveBảng tap-lô bọc da NappaKính xe cách nhiệt, kính khoang sau màu tốiỐp bệ bước cửa với dòng chữ ‘Mercedes-Benz’ phát sángLH để được tư vấn và hỗ trợ tốt nhất!",2022,5379.0,0.0,3.0,,4.0,5.0,2,1,7,16,16,341,4,6,4,58,377
1124,https://bonbanh.com/xe-honda-civic-g-1.5-at-2023-4266574,4266574,Xe Honda Civic G 1.5 AT 2023,"Honda Civic G 1.5 AT phiên bản mới- Chương trình khuyến mãi hấp dẫn trong tháng, liên hệ Mr Tô Châu để biết thêm thông tin!Xe trang bị: đèn pha LED, đèn chạy ban ngày LED, cụm đèn trước tự động bật tắt, cụm đèn trước tự động điều chỉnh góc chiếu sáng, đèn sương mù LED, đèn hậu LED, khởi động từ xa, chìa khóa thông minh và tích hợp nút mở cốp, màn hình giải trí 7inch,...",2023,770.0,0.0,1.5,,4.0,5.0,2,1,7,15,16,341,4,4,4,34,161
1125,https://bonbanh.com/xe-honda-civic-e-1.5-at-2023-4266583,4266583,Xe Honda Civic E 1.5 AT 2023,"Honda Civic E 1.5 AT phiên bản mới- Chương trình khuyến mãi hấp dẫn trong tháng, liên hệ Mr Tô Châu để biết thêm thông tin!Xe trang bị:- Hộp số CVT EARTH DREAM êm ái, mượt mà- Ghế lái chỉnh điện 8 hướng- Chế độ tiết kiệm nhiên liệu ECON- Chìa khóa thông minh, Khởi động nút bấm Star/Stop- Ga tự động Cruise Control, Lẫy chuyển số trên Vô lăng- Phanh tay điện tử- Điều hòa tự động- Màn hình tích hợp Camera Lùi 3 góc quay- Trang bị 4 túi khí, HT an toàn: Phân bổ lực phanh ABS, EBD, BA, HSA...- Thiết kế trẻ trung, thể thao, cá tính",2023,730.0,0.0,1.5,,4.0,5.0,2,1,7,11,16,341,4,4,4,34,161
1126,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2023-4266642,4266642,Xe Hyundai Accent 1.4 AT Đặc Biệt 2023,"HYUNDAI ACCENT ĐẶC BIỆT • Động cơ 1.4L kết hợp hộp số tự động 6 cấp cho Accent khả năng vận hành vượt trội. • cân bằng điện tử, hệ thống khởi hỗ trợ khởi hành ngang dốc, 6 túi khí, camera lùi, 4 thắng đĩa, • Cốp điện thông minh, khởi động bằng nút bấm, khởi động từ xa, cửa sổ trời, #Gói_Khuyến_Mãi- Giảm giá tiền mặt- Tặng 50% phí trước bạ- Tặng bảo hiểm vật chất- Tặng combo phụ kiện Hyundai cao cấp.-Hỗ trợ chi phí vận chuyển giao xe tận nhà.Chương_Trình_Trả_Góp Không cần chứng minh thu nhập Không thẩm định thủ tục phiềnGỌI NGAY HOTLINE HOẶC ZALO ĐỂ ĐƯỢC TƯ VẤN BÁO GIÁ ƯU ĐÃI",2023,515.0,0.0,1.4,5.0,4.0,5.0,1,1,7,17,6,341,4,4,4,37,170
1127,https://bonbanh.com/xe-isuzu-nmr-1t9-thung-bat-4m5-2023-4267236,4267236,Xe Isuzu NMR 1T9 thùng Bạt 4m5 2023,"ISUZU 1950KG, Thùng Bạt 4m4Model: NMR85HE4(NMR300)Động cơ: 2999cm3 phun dầu điện tử, turbo biến thiên...Hộp số: 5 số tiến + 1 số lùiThùng Bạt 04 Bửng hông, 01 Bửng sauTải trọng cho phép tham gia giao thông: 1.950Kg-03 chỗTổng tải trọng: 4.995KgKích thước tổng thể D x R x C(mm): 6370 x 2000 x 2900Kích thước lọt lòng thùng D x R x C(mm): 4470 x 1860 x 675/1880BH: 03 năm hoặc 100.000kmKM: Máy lạnh, 9 phiếu bảo dưỡng, Radio MP3...Hỗ trợ trả góp, thủ tục đơn giản, nhanh gọnWebsite: isuzu-truck.vn",2023,678.0,0.0,,9.0,2.0,3.0,2,1,8,11,16,441,3,6,1,39,229
1128,https://bonbanh.com/xe-audi-a8-l-v8-4.0l-tfsi-2014-4268355,4268355,Xe Audi A8 L V8 4.0L TFSI 2014,"Auto86 bán Audi A8L 4.0 model 2015 sx 11/2014 nhập Đức chính hãng,bản Full Option,masage 4ghế,Rất nhiều tính năng cao cấp,bảo dưỡng chính hãng đầy đủ lịch sử,cam kết kiểm tra chính hãng,hỗ trợ mua qua ngân hàng 70% giá trị,giá thương lượng",2014,2339.0,2680.0,4.0,10.0,4.0,5.0,2,2,7,16,10,341,4,3,4,3,11
1129,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-4268392,4268392,Xe Mercedes Benz GLC 300 4Matic 2021,Chính hãng thanh lý - xe demo #GLC300 2021 sản xuất : 2021 đăng ký : 2022 Bảo hành : 2025 odo : 1.700 kmChênh lệch 3% phí trước bạ so với xe mới + 20 triệu tiền biển số sg Xe chính hãng nói không với xe đâm đụng - tai nạn - thuỷ kích - va chạm - tua kilomet Uy tín tạo nên lịch sử Thương hiệu D/c : 02 Trường Chinh - P tây thạnh - Q Tân Phú - HCM,2021,2239.0,1500.0,2.0,,5.0,5.0,1,2,6,15,6,341,4,3,4,58,363
1130,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x2-at-mivec-2023-4269810,4269810,Xe Mitsubishi Triton Athlete 4x2 AT Mivec 2023,"- Kế thừa và cải tiến hơn nữa định hướng thiết kế của thế hệ trước về một chiếc pick-up thể thao đa dụng đáp ứng trọn vẹn nhu cầu sử dụng cá nhân lẫn kinh doanh, mang đến sự thoải mái và tiện nghi của một chiếc xe du lịch nhưng vẫn đảm bảo tính bền bỉ và thực dụng của một chiếc xe bán tải.-Ưu đãi mua xe Mitsubishi chính hãng bảo hành chính hãngChương trình khuyến mãi tiền mặt cùng các gói phụ kiện siêu hấp dẫn lên đến hàng chục triệu đồng. Liên hệ ngay trong tháng này để nhận tư vấn về xe và các ưu đãi chính hãng tại đại lý Mitsubishi Vĩnh Phúc",2023,780.0,0.0,2.4,7.0,4.0,5.0,2,1,1,11,9,436,4,6,1,61,409
1131,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x4-at-mivec-2023-4269829,4269829,Xe Mitsubishi Triton Athlete 4x4 AT Mivec 2023,"- Kế thừa và cải tiến hơn nữa định hướng thiết kế của thế hệ trước về một chiếc pick-up thể thao đa dụng đáp ứng trọn vẹn nhu cầu sử dụng cá nhân lẫn kinh doanh, mang đến sự thoải mái và tiện nghi của một chiếc xe du lịch nhưng vẫn đảm bảo tính bền bỉ và thực dụng của một chiếc xe bán tải.-Ưu đãi mua xe Mitsubishi chính hãng bảo hành chính hãngChương trình khuyến mãi tiền mặt cùng các gói phụ kiện siêu hấp dẫn lên đến hàng chục triệu đồng. Liên hệ ngay trong tháng này để nhận tư vấn về xe và các ưu đãi chính hãng tại đại lý Mitsubishi Vĩnh Phúc",2023,905.0,0.0,2.4,7.0,4.0,5.0,2,1,1,11,13,436,4,1,1,61,409
1132,https://bonbanh.com/xe-mitsubishi-outlander-premium-2.0-cvt-2023-4269884,4269884,Xe Mitsubishi Outlander Premium 2.0 CVT 2023,"-Mitsubishi Outlander An Dân Vĩnh Phúc sẵn xe, nhiều màu, giao trong ngày. Trả góp 80% giá trị xe. Cam kết giá tốt nhất thị trường. Nhiều phần quà tặng khủng. Hỗ trợ 50% thuế trước bạ. Tặng bảo hiểm thân vỏ. Tặng phụ kiện chính hãng. Tư vấn miễn phí 24/7.",2023,950.0,0.0,2.0,8.0,5.0,7.0,1,1,6,11,16,491,4,4,4,61,405
1133,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2022-4270295,4270295,Xe Toyota Corolla altis 1.8V 2022,"Toyota Corolla Altis 1.8V phiên bản Thái nhập khẩu.- Khai Xuân với nhiều ưu đãi đầu năm 2023.- Hãy ghé xem xe và trải nghiệm thực tế mẫu xe đàn em Camry.***Xe trang bị:- Nội thất của Corolla Altis được thiết kế lại, cách bố trí cabin thông minh và chất lượng vật liệu tốt hơn. Xe được trang bị đồng hồ Optitron Illuminator và màn hình thông tin TFT 7 inch. Trung tâm bảng táp-lô là màn hình cảm ứng 9 inch, tương thích Apple CarPlay. Trang bị hệ thống an toàn Toyota Safety Sense 2.0,...",2022,765.0,0.0,1.8,,4.0,5.0,2,1,7,17,6,341,4,4,4,83,535
1134,https://bonbanh.com/xe-subaru-brz--2023-4270550,4270550,Xe Subaru BRZ 2023,"Subaru BRZ 2023 thế hệ mới_nhập nguyên chiếc.BRZ thế hệ mới không chỉ đậm chất thể thao, mà còn rất an toàn. Thân xe được chế tạo chắc chắn và cứng vững hơn nhờ việc tăng thêm hàm lượng thép cường độ cao và các hệ thống bảo vệ hành khách được cải tiến.Thông số kỹ thuật cơ bản: Subaru brz 6at eyesight 2023· Kích thước (dài x rộng x cao): 4.265 mm x 1.775 mm x 1.310 mm.· Chiều dài cơ sở: 2.575 (mm).· Khoảng sáng gầm: 130 (mm).· Động cơ: Boxer 2.4 lít.· Tốc độ tối đa: 216 km",2023,1899.0,0.0,,,2.0,2.0,2,1,3,14,16,341,4,6,4,77,488
